age,sex,height_cm,weight_kg,bmi,avg_surplus,days,weight_change
66,Female,161.0,77.3,29.8,-795,90,-9.59
47,Female,170.0,66.4,23.0,-192,90,-2.09
60,Female,167.0,84.5,30.3,215,60,1.19
16,Female,150.0,50.7,22.5,204,14,0.26
16,Female,165.0,60.1,22.1,-519,30,-1.82
62,Male,193.0,90.6,24.3,-148,60,-1.0
20,Female,162.0,74.1,28.2,442,30,1.73
23,Male,165.0,93.0,34.2,300,90,3.15
44,Female,170.0,85.3,29.5,476,14,0.89
48,Male,172.0,96.0,32.4,255,21,0.41
27,Female,157.0,89.5,36.3,-764,14,-1.61
39,Female,162.0,64.4,24.5,-595,60,-4.49
52,Female,159.0,57.3,22.7,-647,7,-0.15
39,Female,150.0,74.2,33.0,-701,14,-0.99
36,Male,171.0,73.6,25.2,388,60,3.09
19,Male,181.0,89.2,27.2,159,7,-0.12
40,Male,180.0,72.3,22.3,471,14,1.08
59,Female,162.0,40.0,15.2,-420,60,-3.46
50,Female,162.0,68.7,26.2,570,14,1.25
65,Male,185.0,84.1,24.6,498,30,2.26
22,Male,164.0,88.5,32.9,-741,21,-1.46
15,Male,164.0,84.1,31.3,403,21,0.76
45,Female,152.0,60.1,26.0,-734,21,-2.35
25,Male,175.0,83.9,27.4,-223,90,-2.57
48,Female,155.0,96.6,40.2,-629,60,-4.67
65,Female,159.0,70.9,28.0,-29,60,-0.57
33,Male,171.0,80.5,27.5,-874,60,-6.51
45,Male,173.0,69.4,23.2,371,21,0.74
53,Female,164.0,47.1,17.5,-185,7,-0.19
23,Male,171.0,79.2,27.1,407,7,0.0
65,Female,169.0,50.7,17.8,-250,21,-0.73
26,Female,153.0,62.6,26.7,-64,90,-0.47
60,Female,157.0,81.0,32.9,207,21,0.87
51,Female,164.0,66.1,24.6,558,90,6.82
22,Female,176.0,80.4,26.0,-339,30,-1.34
55,Male,169.0,78.9,27.6,-119,30,-0.14
26,Male,185.0,56.5,16.5,-414,7,-0.31
48,Male,170.0,103.8,35.9,-839,60,-6.01
68,Female,166.0,81.3,29.5,410,90,4.91
68,Female,167.0,81.8,29.3,-56,30,0.06
63,Male,175.0,43.9,14.3,-342,90,-4.8
42,Male,163.0,78.6,29.6,266,14,0.2
46,Female,164.0,77.5,28.8,328,21,0.86
31,Male,178.0,88.2,27.8,578,90,6.46
66,Female,160.0,60.7,23.7,-245,30,-1.34
41,Female,162.0,78.4,29.9,-742,60,-5.89
58,Male,181.0,87.3,26.6,-172,21,-0.18
35,Male,185.0,66.4,19.4,-239,30,-0.69
56,Male,170.0,69.4,24.0,-589,21,-1.51
27,Female,170.0,53.0,18.3,-20,60,-0.13
56,Male,166.0,98.1,35.6,-279,7,0.38
17,Male,180.0,90.1,27.8,423,30,1.53
20,Female,151.0,52.5,23.0,-829,90,-9.64
34,Male,177.0,78.9,25.2,174,7,0.01
41,Female,171.0,73.1,25.0,3,21,-0.33
54,Male,173.0,51.9,17.3,-553,30,-2.03
35,Male,168.0,108.3,38.4,-372,7,-0.38
16,Male,181.0,110.3,33.7,389,7,0.47
33,Male,187.0,84.8,24.3,-354,7,-0.38
39,Male,171.0,90.5,30.9,97,14,0.48
45,Female,174.0,57.4,19.0,-131,90,-1.8
51,Male,178.0,74.9,23.6,443,7,0.73
28,Female,167.0,71.0,25.5,91,30,0.57
49,Female,163.0,55.2,20.8,352,21,0.46
50,Female,161.0,69.8,26.9,456,30,1.63
58,Female,175.0,52.1,17.0,-706,90,-8.77
44,Male,158.0,107.8,43.2,351,90,4.13
60,Male,186.0,79.5,23.0,541,7,0.71
27,Female,165.0,53.4,19.6,-846,7,-0.86
54,Female,162.0,53.2,20.3,-219,21,-0.88
17,Male,157.0,59.7,24.2,-518,60,-3.92
20,Female,164.0,66.3,24.7,574,60,4.38
63,Female,161.0,59.0,22.8,-372,30,-1.57
41,Female,172.0,56.5,19.1,-620,90,-7.31
49,Male,169.0,56.3,19.7,-757,14,-1.13
48,Male,182.0,66.8,20.2,290,60,2.76
53,Male,171.0,55.8,19.1,-812,90,-9.2
28,Male,175.0,87.3,28.5,-443,90,-5.18
24,Male,185.0,95.8,28.0,-68,60,-0.73
17,Male,172.0,59.7,20.2,-833,60,-6.35
63,Male,169.0,92.9,32.5,-638,14,-0.53
27,Male,186.0,92.0,26.6,592,60,4.85
47,Male,175.0,68.1,22.2,-213,14,-0.33
40,Male,184.0,48.3,14.3,-445,21,-1.46
24,Male,170.0,61.9,21.4,405,7,0.45
38,Female,167.0,96.2,34.5,-780,14,-0.98
19,Female,166.0,83.6,30.3,-504,7,-0.36
24,Female,165.0,92.2,33.9,391,21,0.94
22,Female,170.0,57.1,19.8,230,7,0.06
61,Male,171.0,80.2,27.4,-252,60,-1.18
46,Female,161.0,68.2,26.3,572,30,1.99
66,Male,171.0,85.7,29.3,-35,30,-0.44
39,Female,163.0,71.4,26.9,218,60,1.74
26,Male,173.0,65.5,21.9,578,60,4.46
49,Male,163.0,83.6,31.5,-144,60,-0.73
67,Male,162.0,104.3,39.7,-179,30,-0.3
44,Male,161.0,111.0,42.8,96,14,-0.17
16,Female,147.0,63.3,29.3,-800,60,-6.39
32,Female,166.0,77.2,28.0,-257,21,-0.91
66,Male,177.0,85.7,27.4,137,7,0.37
44,Male,176.0,95.5,30.8,-332,21,-0.7
68,Female,164.0,54.5,20.3,166,14,0.18
43,Female,156.0,68.6,28.2,-295,14,-0.48
15,Female,160.0,63.7,24.9,-609,30,-2.61
63,Female,157.0,62.2,25.2,-681,90,-8.19
57,Female,160.0,55.5,21.7,-82,7,-0.46
55,Female,160.0,77.8,30.4,-610,7,-0.46
69,Female,157.0,69.8,28.3,-346,90,-4.0
25,Male,188.0,93.1,26.3,-120,60,-1.16
65,Female,165.0,93.7,34.4,-826,14,-1.22
28,Male,172.0,92.2,31.2,-269,21,-0.41
69,Male,162.0,78.4,29.9,-433,7,-0.72
25,Female,164.0,68.8,25.6,-429,90,-5.09
45,Male,183.0,75.2,22.5,465,30,1.95
59,Female,167.0,50.2,18.0,488,14,0.97
19,Female,166.0,68.4,24.8,-450,14,-1.12
18,Male,186.0,75.8,21.9,422,60,3.19
62,Male,185.0,64.1,18.7,-566,30,-2.35
18,Female,181.0,69.4,21.2,-380,60,-3.0
49,Female,184.0,62.0,18.3,512,14,0.99
67,Female,150.0,63.7,28.3,-748,90,-8.25
49,Male,181.0,67.8,20.7,-327,7,-0.36
41,Female,162.0,84.4,32.2,308,14,0.05
38,Male,173.0,89.3,29.8,511,60,4.01
50,Male,172.0,71.9,24.3,523,30,2.53
47,Male,184.0,71.3,21.1,421,21,1.1
43,Male,188.0,96.8,27.4,547,60,4.15
23,Female,157.0,60.0,24.3,-194,30,-0.82
52,Female,158.0,58.5,23.4,-416,21,-0.97
56,Male,178.0,68.8,21.7,-323,14,-0.68
54,Female,168.0,83.8,29.7,-719,60,-6.04
19,Male,171.0,76.4,26.1,-694,30,-2.85
54,Female,160.0,64.5,25.2,561,90,6.54
55,Male,178.0,74.1,23.4,-614,21,-1.52
25,Male,179.0,90.8,28.3,25,14,-0.09
62,Female,170.0,70.6,24.4,-552,7,-0.59
44,Female,156.0,67.1,27.6,96,14,0.19
41,Female,154.0,73.3,30.9,-194,60,-1.56
55,Female,164.0,58.8,21.9,-743,14,-1.38
43,Male,174.0,67.9,22.4,-342,30,-1.21
45,Male,163.0,55.6,20.9,196,14,0.04
32,Female,171.0,86.1,29.4,301,90,3.59
66,Female,175.0,49.7,16.2,-466,90,-6.33
69,Male,173.0,108.9,36.4,-455,60,-3.53
22,Male,174.0,84.0,27.7,195,60,1.37
56,Female,145.0,77.4,36.8,-263,30,-0.52
16,Male,166.0,80.5,29.2,-795,7,-1.09
35,Male,177.0,111.2,35.5,-716,7,-0.7
69,Female,169.0,60.8,21.3,-340,21,-0.94
24,Male,161.0,81.2,31.3,-493,60,-3.19
36,Male,180.0,74.0,22.8,-722,7,-0.17
27,Female,156.0,72.5,29.8,275,30,0.97
55,Male,174.0,80.2,26.5,-212,90,-2.32
40,Female,175.0,66.3,21.6,161,90,1.86
48,Female,161.0,65.1,25.1,-898,30,-3.53
67,Male,166.0,77.6,28.2,-297,30,-1.07
44,Female,159.0,52.8,20.9,-183,7,-0.59
56,Female,172.0,62.7,21.2,-34,7,-0.04
20,Male,172.0,88.7,30.0,553,14,1.1
27,Female,160.0,40.8,15.9,-213,60,-2.03
68,Male,179.0,106.0,33.1,-166,7,0.01
63,Male,159.0,98.0,38.8,443,60,2.58
51,Female,163.0,56.1,21.1,-302,14,-0.52
36,Female,147.0,79.4,36.7,-308,7,0.09
26,Female,153.0,42.8,18.3,-661,7,-0.71
62,Female,155.0,65.3,27.2,183,60,1.13
58,Female,169.0,63.2,22.1,-871,7,-1.21
28,Male,174.0,90.1,29.8,-572,30,-2.14
48,Male,156.0,69.4,28.5,-273,90,-2.93
49,Female,158.0,63.9,25.6,-249,30,-0.99
41,Female,167.0,59.6,21.4,-843,21,-2.42
66,Male,185.0,90.6,26.5,-106,90,-1.84
21,Male,179.0,76.8,24.0,558,7,0.53
29,Female,165.0,56.9,20.9,-743,14,-1.51
20,Male,171.0,101.8,34.8,-160,14,-0.4
53,Male,190.0,61.9,17.1,-19,7,0.44
51,Female,163.0,68.4,25.7,-414,90,-5.35
70,Male,166.0,58.1,21.1,-38,14,-0.6
45,Female,153.0,60.9,26.0,-389,7,-0.29
23,Female,166.0,84.4,30.6,-662,90,-7.05
40,Female,169.0,72.6,25.4,361,90,4.08
19,Female,164.0,62.1,23.1,598,14,1.15
52,Female,166.0,84.2,30.6,-321,21,-0.72
52,Female,161.0,50.8,19.6,-762,60,-6.21
63,Male,166.0,60.1,21.8,-655,21,-1.97
34,Female,162.0,72.9,27.8,443,60,3.46
32,Female,154.0,76.2,32.1,422,14,0.73
18,Male,186.0,83.3,24.1,-163,60,-1.17
38,Male,182.0,65.2,19.7,407,30,1.44
41,Male,171.0,74.6,25.5,-566,7,-0.42
57,Male,171.0,67.6,23.1,-300,30,-0.89
57,Male,187.0,79.5,22.7,-731,7,-0.65
22,Female,163.0,52.8,19.9,-83,90,-0.99
30,Male,160.0,72.9,28.5,149,90,1.69
43,Male,179.0,56.2,17.5,543,7,0.38
33,Male,174.0,110.0,36.3,232,30,0.58
16,Male,167.0,81.6,29.3,98,21,0.2
62,Female,171.0,83.9,28.7,110,7,0.24
55,Male,164.0,71.7,26.7,44,60,0.09
44,Female,166.0,54.4,19.7,-270,7,-0.27
32,Male,169.0,76.8,26.9,-150,7,-0.18
62,Male,171.0,73.2,25.0,-641,60,-4.45
16,Female,166.0,50.4,18.3,-870,14,-1.59
39,Male,167.0,91.6,32.8,285,90,3.18
59,Female,152.0,70.2,30.4,-156,30,-0.27
68,Female,163.0,61.9,23.3,407,30,1.41
29,Female,170.0,73.0,25.3,-718,21,-1.63
51,Male,174.0,83.8,27.7,-312,21,-0.81
25,Male,171.0,94.5,32.3,-514,14,-0.85
21,Male,189.0,85.4,23.9,362,60,2.55
34,Male,170.0,49.5,17.1,-335,30,-1.54
64,Male,174.0,75.7,25.0,54,7,-0.49
53,Female,169.0,50.7,17.8,-774,14,-1.62
42,Male,165.0,81.5,29.9,-110,90,-1.44
30,Female,157.0,46.6,18.9,-238,21,-0.74
22,Male,180.0,87.1,26.9,16,14,-0.28
30,Male,185.0,92.7,27.1,-22,14,0.13
23,Female,162.0,55.2,21.0,-739,14,-1.21
25,Male,185.0,102.3,29.9,-825,90,-9.25
53,Male,174.0,52.9,17.5,-712,14,-0.95
22,Female,164.0,43.1,16.0,-574,14,-1.11
17,Female,171.0,71.9,24.6,190,7,0.39
45,Female,171.0,53.8,18.4,-496,90,-6.31
31,Female,167.0,70.6,25.3,555,21,1.41
40,Female,150.0,72.5,32.2,-770,60,-5.47
22,Female,153.0,78.5,33.5,-138,60,-0.82
26,Female,163.0,68.5,25.8,174,21,1.42
39,Male,183.0,66.4,19.8,-819,21,-1.93
53,Female,159.0,84.4,33.4,-129,7,-0.04
38,Male,171.0,67.3,23.0,-798,60,-6.09
45,Male,160.0,69.2,27.0,285,60,2.35
44,Male,181.0,116.4,35.5,-199,14,-0.35
30,Female,169.0,51.2,17.9,397,14,0.98
30,Male,165.0,82.2,30.2,87,21,0.18
38,Female,180.0,73.5,22.7,-425,60,-3.57
16,Male,183.0,86.8,25.9,-668,30,-2.5
53,Female,158.0,56.7,22.7,-663,7,-0.43
49,Female,155.0,87.7,36.5,-851,30,-3.02
32,Female,173.0,61.8,20.6,-450,60,-3.43
35,Male,173.0,58.7,19.6,194,14,0.59
33,Female,158.0,57.0,22.8,-368,21,-1.02
51,Male,180.0,75.4,23.3,-681,60,-5.43
57,Female,172.0,49.4,16.7,-780,14,-1.77
21,Male,182.0,85.6,25.8,-243,7,-0.28
38,Female,172.0,105.6,35.7,-585,90,-5.76
15,Female,162.0,78.2,29.8,201,7,0.14
40,Female,166.0,54.7,19.9,-395,7,-0.27
28,Female,164.0,49.9,18.6,-712,14,-1.37
33,Male,171.0,45.7,15.6,-491,60,-4.31
40,Female,161.0,66.4,25.6,-236,30,-1.15
33,Male,169.0,85.3,29.9,-844,14,-1.51
37,Female,165.0,86.3,31.7,-733,7,-0.73
57,Male,164.0,82.2,30.6,542,90,6.08
60,Female,169.0,46.4,16.2,-379,7,-0.41
15,Female,167.0,63.3,22.7,222,90,2.59
36,Female,161.0,104.0,40.1,469,21,1.11
62,Female,173.0,77.4,25.9,-730,14,-1.21
44,Male,162.0,92.2,35.1,129,21,0.72
26,Female,172.0,47.9,16.2,350,14,0.46
48,Female,172.0,40.0,13.5,-866,7,-0.79
23,Female,161.0,65.5,25.3,-434,21,-1.54
16,Female,165.0,63.6,23.4,-699,30,-2.46
50,Female,167.0,61.3,22.0,-853,21,-2.36
43,Male,184.0,90.3,26.7,-459,30,-2.19
57,Female,154.0,54.5,23.0,-626,90,-7.69
34,Female,153.0,51.3,21.9,444,7,0.61
62,Female,161.0,84.5,32.6,-544,60,-4.32
38,Male,157.0,79.3,32.2,221,14,0.43
56,Female,152.0,61.1,26.4,-823,7,-0.87
20,Female,163.0,64.5,24.3,26,21,0.03
20,Male,184.0,62.3,18.4,143,21,0.28
58,Male,185.0,87.5,25.6,-671,90,-8.12
61,Male,183.0,50.3,15.0,-253,21,-0.91
67,Female,165.0,56.9,20.9,494,60,4.03
33,Male,182.0,54.6,16.5,21,90,0.2
16,Female,167.0,88.0,31.6,313,21,0.86
69,Female,162.0,51.4,19.6,-263,14,-0.56
48,Male,158.0,84.8,34.0,-541,90,-5.52
28,Male,183.0,100.1,29.9,-195,21,-0.43
57,Male,174.0,73.3,24.2,-294,21,-0.96
65,Female,161.0,63.4,24.5,575,60,4.18
30,Male,173.0,79.0,26.4,-257,21,-0.47
58,Male,178.0,76.7,24.2,41,30,-0.08
59,Male,174.0,97.6,32.2,-19,90,-0.05
43,Male,163.0,109.2,41.1,-343,7,-0.27
50,Female,165.0,67.1,24.6,-338,60,-2.76
30,Female,160.0,78.5,30.7,367,21,1.0
67,Male,172.0,82.8,28.0,-585,30,-1.85
70,Male,173.0,83.0,27.7,-276,90,-3.03
69,Male,178.0,81.7,25.8,101,30,0.43
56,Female,144.0,49.9,24.1,-816,21,-1.75
17,Male,178.0,40.0,12.6,117,90,1.15
35,Female,173.0,65.0,21.7,349,30,1.08
39,Female,165.0,78.2,28.7,-236,7,-0.33
68,Male,166.0,74.4,27.0,-25,7,0.43
45,Male,166.0,74.7,27.1,-170,21,-0.21
45,Male,188.0,66.2,18.7,99,60,0.31
23,Female,164.0,44.2,16.4,-824,21,-2.57
59,Male,177.0,77.3,24.7,26,14,-0.35
33,Male,159.0,67.3,26.6,-216,90,-2.53
20,Male,170.0,80.2,27.8,-847,14,-1.34
70,Male,179.0,77.5,24.2,301,7,0.59
25,Male,177.0,91.9,29.3,-673,21,-1.77
15,Female,164.0,69.8,26.0,-13,7,-0.1
19,Male,177.0,65.9,21.0,376,30,1.44
40,Male,178.0,88.9,28.1,481,21,1.49
20,Male,185.0,68.4,20.0,42,90,1.01
62,Female,160.0,75.2,29.4,175,14,-0.04
43,Male,157.0,69.1,28.0,-23,14,0.38
33,Male,167.0,76.5,27.4,267,60,2.14
15,Male,166.0,76.5,27.8,564,60,4.57
41,Female,166.0,40.0,14.5,-212,21,-0.59
23,Female,171.0,72.9,24.9,-281,90,-2.97
69,Female,159.0,59.2,23.4,-640,90,-7.38
31,Female,155.0,53.1,22.1,569,30,2.06
41,Female,165.0,64.3,23.6,469,60,3.77
16,Male,182.0,54.7,16.5,160,30,0.92
22,Male,162.0,93.0,35.4,89,21,0.22
26,Male,162.0,101.5,38.7,-593,30,-2.56
17,Female,161.0,40.0,15.4,465,90,5.95
55,Female,163.0,75.3,28.3,-813,7,-0.71
67,Female,161.0,59.1,22.8,26,7,0.01
70,Female,169.0,78.6,27.5,-520,21,-1.58
29,Male,176.0,101.7,32.8,-218,30,-0.45
59,Male,166.0,75.3,27.3,-758,14,-2.09
43,Male,184.0,82.7,24.4,-698,30,-2.69
17,Female,164.0,65.6,24.4,-335,7,-0.28
20,Female,157.0,66.3,26.9,-304,14,-0.09
45,Male,170.0,90.5,31.3,423,21,1.03
38,Male,155.0,103.9,43.2,-4,7,0.11
15,Female,159.0,75.7,29.9,-854,30,-3.3
67,Female,168.0,87.3,30.9,497,30,1.77
55,Female,162.0,88.2,33.6,16,30,0.57
43,Female,155.0,57.3,23.9,344,30,1.04
70,Male,180.0,86.1,26.6,487,60,3.58
69,Male,187.0,63.0,18.0,-130,30,-0.32
69,Female,169.0,62.5,21.9,-631,30,-2.38
29,Female,168.0,64.3,22.8,-228,14,-0.48
64,Female,161.0,51.0,19.7,130,60,0.99
43,Female,159.0,44.3,17.5,-851,14,-1.46
55,Female,162.0,65.7,25.0,520,7,0.61
63,Male,178.0,68.8,21.7,-373,90,-4.58
24,Male,176.0,76.0,24.5,90,14,0.22
40,Female,164.0,51.8,19.3,572,7,0.51
22,Female,161.0,75.9,29.3,398,14,0.83
30,Male,184.0,64.8,19.1,212,90,2.4
38,Female,157.0,80.0,32.5,-452,90,-5.06
62,Male,179.0,82.5,25.7,-113,60,-0.68
63,Male,169.0,65.3,22.9,-148,14,-0.1
36,Female,154.0,53.6,22.6,394,30,1.89
33,Female,163.0,69.0,26.0,-841,60,-6.88
44,Male,175.0,63.1,20.6,-866,21,-2.38
66,Male,194.0,90.8,24.1,-723,14,-1.39
69,Female,152.0,60.4,26.1,537,90,6.15
27,Female,155.0,72.0,30.0,-89,7,-0.44
25,Male,181.0,60.2,18.4,150,90,1.68
54,Female,150.0,52.0,23.1,-759,21,-1.99
31,Male,164.0,110.6,41.1,-881,60,-6.3
26,Female,166.0,79.3,28.8,76,21,0.02
16,Male,167.0,83.3,29.9,159,60,1.54
37,Female,157.0,73.0,29.6,-259,90,-2.42
36,Female,159.0,65.9,26.1,-776,21,-2.13
46,Female,152.0,71.6,31.0,-166,14,-0.68
26,Female,165.0,60.3,22.1,60,7,0.15
55,Female,156.0,62.2,25.6,-580,90,-7.38
53,Female,158.0,63.7,25.5,-449,90,-5.63
40,Female,164.0,70.7,26.3,220,30,0.96
25,Female,160.0,71.0,27.7,-582,7,-0.85
43,Female,157.0,104.4,42.4,-752,90,-7.99
52,Female,148.0,88.5,40.4,42,21,-0.32
35,Female,165.0,40.1,14.7,-866,14,-1.72
29,Female,163.0,63.0,23.7,-249,21,-0.41
43,Male,172.0,71.4,24.1,-46,90,-0.7
34,Female,155.0,82.9,34.5,-804,60,-5.64
37,Male,179.0,65.1,20.3,80,30,0.1
34,Female,165.0,71.5,26.3,334,60,2.42
31,Male,171.0,81.2,27.8,561,90,6.36
55,Female,173.0,43.8,14.6,-501,30,-1.92
40,Male,169.0,95.7,33.5,-409,14,-1.04
41,Female,161.0,65.7,25.3,27,7,-0.06
51,Female,167.0,51.0,18.3,-1,7,0.11
35,Male,182.0,52.7,15.9,14,14,0.26
20,Female,162.0,50.3,19.2,-428,60,-3.24
62,Male,178.0,75.4,23.8,-816,7,-0.76
18,Female,156.0,44.7,18.4,-863,7,-0.99
47,Female,162.0,54.0,20.6,596,90,7.22
29,Male,182.0,64.9,19.6,-291,21,-1.0
26,Male,182.0,100.9,30.5,-229,7,-0.39
17,Male,187.0,91.1,26.1,39,90,0.75
65,Male,162.0,59.1,22.5,-592,90,-6.81
39,Male,168.0,71.4,25.3,-327,30,-1.17
34,Female,177.0,76.5,24.4,-245,7,-0.07
56,Female,164.0,52.8,19.6,-758,30,-2.98
17,Male,179.0,65.9,20.6,5,90,-0.25
46,Male,183.0,72.9,21.8,-610,90,-7.06
42,Male,170.0,94.4,32.7,-896,30,-3.15
45,Female,160.0,64.8,25.3,32,90,0.14
21,Male,166.0,67.0,24.3,-450,60,-3.75
68,Male,171.0,84.9,29.0,177,7,0.15
28,Male,171.0,77.9,26.6,-95,30,-0.69
52,Male,170.0,62.9,21.8,-857,30,-3.38
56,Female,169.0,40.4,14.1,142,60,1.14
34,Male,173.0,59.0,19.7,-839,30,-3.3
22,Female,166.0,52.4,19.0,-430,60,-3.26
31,Female,169.0,76.6,26.8,129,30,0.65
60,Female,162.0,77.9,29.7,-294,14,-0.75
65,Male,178.0,68.3,21.6,-323,21,-0.61
67,Female,163.0,54.4,20.5,-568,90,-6.71
27,Male,170.0,96.2,33.3,-234,90,-2.05
48,Female,170.0,66.9,23.1,-461,30,-1.96
23,Female,175.0,64.4,21.0,520,14,0.58
54,Male,165.0,77.1,28.3,131,14,0.48
38,Female,147.0,72.0,33.3,464,14,0.87
54,Female,159.0,73.5,29.1,-394,14,-0.37
53,Female,162.0,43.4,16.5,525,90,6.84
70,Male,171.0,69.9,23.9,-481,30,-1.13
42,Female,150.0,78.3,34.8,-437,21,-1.12
34,Male,173.0,55.7,18.6,-452,90,-5.02
44,Male,184.0,47.2,13.9,-16,21,-0.19
24,Female,158.0,76.3,30.6,19,60,0.25
21,Male,175.0,66.9,21.8,-803,30,-2.98
44,Female,154.0,79.9,33.7,-59,14,0.13
61,Male,179.0,107.6,33.6,530,90,5.81
44,Male,169.0,70.4,24.6,-290,60,-3.13
58,Male,176.0,113.1,36.5,150,90,1.56
24,Female,155.0,46.8,19.5,49,7,-0.09
40,Female,150.0,85.1,37.8,570,14,0.83
49,Male,179.0,40.0,12.5,64,14,0.05
34,Female,165.0,67.3,24.7,-194,60,-1.27
15,Male,176.0,78.5,25.3,-881,90,-10.25
19,Female,158.0,59.0,23.6,306,7,0.17
66,Male,179.0,74.6,23.3,-392,7,-0.81
48,Female,166.0,59.8,21.7,488,60,4.23
29,Male,179.0,71.6,22.3,-534,21,-1.61
29,Male,173.0,88.6,29.6,-244,60,-1.93
17,Female,162.0,58.3,22.2,344,7,0.77
67,Female,165.0,81.2,29.8,-673,30,-2.82
21,Male,164.0,55.2,20.5,-487,7,-0.5
57,Female,161.0,70.1,27.0,288,90,3.43
28,Female,158.0,63.1,25.3,-424,7,-0.76
33,Male,168.0,91.8,32.5,537,14,0.46
30,Male,178.0,67.0,21.1,-93,7,-0.2
61,Female,166.0,66.4,24.1,338,14,0.48
16,Female,164.0,43.1,16.0,-79,21,-0.21
34,Female,161.0,40.0,15.4,-833,30,-3.81
30,Female,165.0,86.1,31.6,317,90,3.44
30,Female,159.0,40.0,15.8,-270,90,-3.99
25,Female,157.0,67.7,27.5,-318,7,-0.31
66,Female,166.0,61.7,22.4,205,21,0.67
36,Male,180.0,92.9,28.7,-478,90,-5.5
38,Female,158.0,49.0,19.6,-258,7,-0.28
36,Female,158.0,69.9,28.0,12,60,-0.07
69,Male,168.0,74.1,26.3,-10,21,-0.09
33,Female,158.0,103.7,41.5,193,14,0.62
34,Female,173.0,66.8,22.3,-777,7,-0.86
33,Male,167.0,93.8,33.6,589,14,1.2
33,Male,174.0,83.8,27.7,12,7,0.29
20,Male,172.0,60.0,20.3,28,14,-0.33
48,Male,174.0,100.4,33.2,424,30,1.45
16,Male,167.0,74.1,26.6,-164,60,-1.49
27,Male,160.0,105.1,41.1,-855,30,-3.35
26,Male,179.0,82.0,25.6,-701,60,-5.28
31,Male,183.0,85.6,25.6,522,7,0.59
57,Male,161.0,71.1,27.4,581,14,1.13
48,Female,161.0,56.4,21.8,-775,30,-3.32
70,Male,184.0,87.1,25.7,128,7,0.18
34,Female,160.0,71.3,27.9,91,30,0.03
66,Male,172.0,80.7,27.3,-653,14,-1.16
17,Female,149.0,72.2,32.5,281,21,0.55
43,Female,142.0,49.8,24.7,-211,30,-0.54
59,Female,155.0,71.1,29.6,-554,90,-6.58
44,Male,176.0,93.3,30.1,-59,7,0.01
67,Female,140.0,61.1,31.2,458,30,1.68
32,Male,166.0,50.1,18.2,-575,30,-2.48
16,Male,178.0,90.2,28.5,28,7,0.05
58,Female,160.0,70.6,27.6,199,30,0.87
18,Male,177.0,78.5,25.1,38,7,-0.16
57,Male,176.0,76.3,24.6,76,60,0.71
56,Female,161.0,65.7,25.3,189,14,0.6
62,Male,170.0,83.6,28.9,-550,7,-0.38
41,Female,162.0,55.2,21.0,-748,7,-0.77
65,Male,169.0,73.3,25.7,585,21,1.65
24,Male,184.0,89.5,26.4,-421,14,-0.85
39,Male,185.0,113.3,33.1,523,21,1.25
21,Male,173.0,90.9,30.4,-498,90,-5.5
57,Male,188.0,68.3,19.3,-502,90,-5.46
54,Male,179.0,81.6,25.5,-863,60,-6.17
60,Male,168.0,85.2,30.2,-237,21,-0.79
57,Male,172.0,99.5,33.6,518,7,0.65
32,Male,184.0,96.2,28.4,443,21,1.56
18,Female,155.0,45.4,18.9,-443,7,-0.61
67,Female,172.0,64.0,21.6,-291,7,-0.94
42,Female,165.0,63.3,23.3,104,14,0.59
20,Female,155.0,67.5,28.1,533,60,4.15
66,Male,171.0,40.0,13.7,6,60,-0.11
70,Male,194.0,67.1,17.8,-600,30,-2.56
39,Female,162.0,54.2,20.7,-366,14,-0.76
58,Male,175.0,70.1,22.9,186,60,2.33
17,Female,161.0,78.0,30.1,-865,90,-9.21
20,Male,172.0,78.6,26.6,-1,30,0.07
30,Male,183.0,83.1,24.8,254,60,2.29
51,Female,154.0,43.9,18.5,-381,90,-4.09
22,Female,155.0,64.6,26.9,-92,60,-0.47
16,Female,164.0,69.8,26.0,177,90,1.98
52,Male,188.0,64.9,18.4,-7,14,-0.06
58,Male,169.0,61.1,21.4,-864,14,-2.21
56,Female,173.0,45.1,15.1,-22,14,-0.07
59,Male,180.0,94.7,29.2,-554,14,-1.0
59,Female,158.0,40.0,16.0,210,30,1.12
48,Male,173.0,86.9,29.0,-508,90,-5.44
44,Female,160.0,75.1,29.3,568,14,1.22
62,Female,160.0,67.6,26.4,-724,60,-5.32
34,Male,159.0,83.9,33.2,436,7,0.35
20,Female,169.0,69.9,24.5,-850,90,-9.65
57,Male,175.0,89.0,29.1,125,30,0.49
30,Male,160.0,89.6,35.0,-371,21,-0.64
69,Female,168.0,40.0,14.2,-607,21,-1.57
38,Female,162.0,81.1,30.9,-573,90,-5.93
62,Male,188.0,86.0,24.3,-843,21,-2.77
17,Male,192.0,79.0,21.4,-701,7,-0.4
51,Male,167.0,55.3,19.8,-312,30,-1.11
40,Female,157.0,60.8,24.7,-664,30,-2.4
40,Female,157.0,52.7,21.4,553,60,4.39
29,Female,160.0,48.0,18.7,340,21,1.04
69,Male,189.0,72.7,20.4,-192,14,0.06
36,Male,171.0,97.2,33.2,-758,7,-0.74
62,Male,173.0,96.1,32.1,580,90,6.24
38,Male,167.0,92.2,33.1,188,14,0.11
17,Male,184.0,82.0,24.2,-626,21,-1.58
64,Female,160.0,58.1,22.7,-820,7,-0.67
25,Male,171.0,79.5,27.2,30,14,-0.09
30,Male,175.0,61.4,20.0,-840,7,-0.74
